"","DOY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm","dates"
"1",91,0,19.0701548414133,21.3346856817904,23.120967089953,25.6843595739102,26.8316584210247,26.9952416406526,25.7347166762837,23.7682913874962,20.8781747466449,17.3686595766948,NA
"2",91,60,12.0327319460059,18.4576190914493,21.4717504654221,24.7760821640343,26.2325175526728,26.6530893392057,25.7429658049512,23.7840405372312,20.8823308528883,17.3686595766948,1997-04-01
"3",91,120,10.9518854870767,17.0278235603667,19.9498117780686,23.7048610498855,25.5699931460195,26.275647230175,25.7180385972782,23.7992196412145,20.8865150505813,17.3686595766948,1997-04-01
"4",91,180,9.95182121246148,15.8642393880528,18.7497729430762,22.7006636260521,24.8744267113803,25.8582412840032,25.660899431297,23.8132078566564,20.8907257016688,17.3686595766948,1997-04-01
"5",91,240,9.32172782540016,14.8838247533653,17.6914674184102,21.7792400170897,24.1857819205836,25.4122958138808,25.5728458254981,23.8254072389735,20.8949585625575,17.3686595766948,1997-04-01
"6",91,300,8.84911201385773,13.9670404586593,16.7744690103586,20.9326721757825,23.5187920572274,24.9512229649603,25.4562333477969,23.8352702440279,20.899206649639,17.3686595766948,1997-04-01
"7",91,360,8.32069264538307,13.1784806091615,15.9177806069736,20.1455936009781,22.8774642718417,24.4851261441838,25.3141478077419,23.8423193871175,20.9034609285964,17.3686595766948,1997-04-01
"8",91,420,10.2207948431648,13.127434199966,15.3934062876895,19.4432782322613,22.2657013937211,24.0207000159882,25.1499867431825,23.8461510353353,20.9077111813652,17.3686595766948,1997-04-01
"9",91,480,11.9585116918615,13.7385741681608,15.4738930061796,18.972115387046,21.7229762960416,23.5680189540046,24.9672736947759,23.8464488052609,20.9119452459425,17.3686595766948,1997-04-01
"10",91,540,14.0434157255112,14.5472543410985,15.8775138282317,18.7445702828651,21.294062216531,23.1475680221044,24.770414127635,23.8429840640868,20.9161500192544,17.3686595766948,1997-04-01
"11",91,600,15.251747401405,15.7107106184171,16.4677717113796,18.7260392226299,20.990235448319,22.7786768082425,24.5650111084631,23.8356371907258,20.9203117235062,17.3686595766948,1997-04-01
"12",91,660,16.7257829540862,16.7583116970162,17.1778637366702,18.8651621125687,20.8066193106744,22.4734507150637,24.3572394791056,23.8244119031042,20.9244163755557,17.3686595766948,1997-04-01
"13",91,720,17.9731123288283,17.7172784690699,17.9021700096948,19.1099551240972,20.7267734102619,22.2362070569973,24.1531123492443,23.809434885312,20.9284502519276,17.3686595766948,1997-04-01
"14",91,780,18.5834405183458,18.6591061023916,18.563684800258,19.4132854604393,20.7286170173317,22.0645223444586,23.957878029786,23.7909422541253,20.9324003099269,17.3686595766948,1997-04-01
"15",91,840,19.729202015976,19.2385959009989,19.1838722036896,19.7354364535669,20.78953913951,21.9511555328011,23.775612827206,23.7692534070539,20.9362546935337,17.3686595766948,1997-04-01
"16",91,900,19.8416815511304,19.6590007262713,19.6434734882519,20.0433872503706,20.8872431692728,21.8861964777205,23.6091132974496,23.7447475157371,20.9400027849316,17.3686595766948,1997-04-01
"17",91,960,18.5508618923768,19.4867194684941,19.7921214913468,20.2757287364251,20.9945543547892,21.8573891636059,23.4598505194759,23.71783314608,20.9436355114244,17.3686595766948,1997-04-01
"18",91,1020,16.5441221921298,18.6465559049303,19.4515428111697,20.3264478882979,21.0663877982123,21.8473743503219,23.3278528149923,23.6889212488718,20.9471453578482,17.3686595766948,1997-04-01
"19",91,1080,14.4985727983651,17.4456724418046,18.7298188436578,20.1491323767034,21.0541957993624,21.8315636720206,23.2112957036289,23.6583931562712,20.9505263187276,17.3686595766948,1997-04-01
"20",91,1140,12.3768129722347,16.0632119576172,17.7686359705107,19.7738199721857,20.9356565258499,21.7855091908828,23.1063815411629,23.6265640438886,20.9537736661451,17.3686595766948,1997-04-01
"21",91,1200,11.3224039163523,14.9694700418139,16.6947820337171,19.2491048299372,20.7107504040797,21.6924667625428,23.0079847955455,23.5936484596604,20.9568837863732,17.3686595766948,1997-04-01
